County	Year	Deaths
Roane County, TN	2010	19.0
Roane County, TN	2011	19.0
Roane County, TN	2012	17.0
Roane County, TN	2013	18.0
Roane County, TN	2014	19.0
Roane County, TN	2015	16.0
Robertson County, TN	2011	12.0
Robertson County, TN	2015	12.0
Rock Island County, IL	2008	11.0
Rock Island County, IL	2009	11.0
Rock Island County, IL	2011	13.0
Rock Island County, IL	2012	10.0
Rock Island County, IL	2014	10.0
Ross County, OH	2005	14.0
Ross County, OH	2006	11.0
Ross County, OH	2007	19.0
Ross County, OH	2008	21.0
Ross County, OH	2009	20.0
Ross County, OH	2010	16.0
Ross County, OH	2011	18.0
Ross County, OH	2012	12.0
Ross County, OH	2013	16.0
Ross County, OH	2014	29.0
Ross County, OH	2015	38.0
Rutherford County, TN	2003	14.0
Rutherford County, TN	2004	13.0
Rutherford County, TN	2005	14.0
Rutherford County, TN	2006	15.0
Rutherford County, TN	2007	24.0
Rutherford County, TN	2008	30.0
Rutherford County, TN	2009	14.0
Rutherford County, TN	2010	24.0
Rutherford County, TN	2011	17.0
Rutherford County, TN	2012	25.0
Rutherford County, TN	2013	35.0
Rutherford County, TN	2014	26.0
Rutherford County, TN	2015	48.0
San Patricio County, TX	2007	12.0
San Patricio County, TX	2014	11.0
Sandusky County, OH	2011	12.0
Sandusky County, OH	2014	13.0
Sandusky County, OH	2015	12.0
Sangamon County, IL	2005	10.0
Sangamon County, IL	2007	19.0
Sangamon County, IL	2008	14.0
Sangamon County, IL	2009	11.0
Sangamon County, IL	2010	10.0
Sangamon County, IL	2011	21.0
Sangamon County, IL	2012	35.0
Sangamon County, IL	2013	17.0
Sangamon County, IL	2014	34.0
Sangamon County, IL	2015	41.0
Santa Rosa County, FL	2003	21.0
Santa Rosa County, FL	2004	18.0
Santa Rosa County, FL	2005	22.0
Santa Rosa County, FL	2006	28.0
Santa Rosa County, FL	2007	20.0
Santa Rosa County, FL	2008	21.0
Santa Rosa County, FL	2009	11.0
Santa Rosa County, FL	2010	17.0
Santa Rosa County, FL	2011	18.0
Santa Rosa County, FL	2012	10.0
Santa Rosa County, FL	2013	11.0
Santa Rosa County, FL	2014	13.0
Santa Rosa County, FL	2015	22.0
Sarasota County, FL	2003	62.0
Sarasota County, FL	2004	59.0
Sarasota County, FL	2005	60.0
Sarasota County, FL	2006	89.0
Sarasota County, FL	2007	76.0
Sarasota County, FL	2008	81.0
Sarasota County, FL	2009	75.0
Sarasota County, FL	2010	83.0
Sarasota County, FL	2011	84.0
Sarasota County, FL	2012	71.0
Sarasota County, FL	2013	67.0
Sarasota County, FL	2014	54.0
Sarasota County, FL	2015	96.0
Sarpy County, NE	2011	12.0
Scioto County, OH	2004	14.0
Scioto County, OH	2005	17.0
Scioto County, OH	2006	15.0
Scioto County, OH	2007	19.0
Scioto County, OH	2008	19.0
Scioto County, OH	2009	19.0
Scioto County, OH	2010	22.0
Scioto County, OH	2011	25.0
Scioto County, OH	2012	17.0
Scioto County, OH	2013	18.0
Scioto County, OH	2014	23.0
Scioto County, OH	2015	30.0
Scott County, TN	2009	10.0
Sedgwick County, KS	2003	46.0
Sedgwick County, KS	2004	50.0
Sedgwick County, KS	2005	83.0
Sedgwick County, KS	2006	60.0
Sedgwick County, KS	2007	51.0
Sedgwick County, KS	2008	48.0
Sedgwick County, KS	2009	67.0
Sedgwick County, KS	2010	40.0
Sedgwick County, KS	2011	45.0
Sedgwick County, KS	2012	69.0
Sedgwick County, KS	2013	61.0
Sedgwick County, KS	2014	74.0
Sedgwick County, KS	2015	72.0
Seminole County, FL	2003	33.0
Seminole County, FL	2004	23.0
Seminole County, FL	2005	41.0
Seminole County, FL	2006	47.0
Seminole County, FL	2007	49.0
Seminole County, FL	2008	41.0
Seminole County, FL	2009	72.0
Seminole County, FL	2010	61.0
Seminole County, FL	2011	60.0
Seminole County, FL	2012	40.0
Seminole County, FL	2013	45.0
Seminole County, FL	2014	49.0
Seminole County, FL	2015	63.0
Seneca County, OH	2014	11.0
Sevier County, TN	2004	10.0
Sevier County, TN	2005	15.0
Sevier County, TN	2007	13.0
Sevier County, TN	2009	14.0
Sevier County, TN	2010	23.0
Sevier County, TN	2011	13.0
Sevier County, TN	2012	13.0
Sevier County, TN	2013	13.0
Sevier County, TN	2014	14.0
Sevier County, TN	2015	25.0
Shawnee County, KS	2004	13.0
Shawnee County, KS	2005	11.0
Shawnee County, KS	2006	13.0
Shawnee County, KS	2008	14.0
Shawnee County, KS	2009	24.0
Shawnee County, KS	2010	19.0
Shawnee County, KS	2011	18.0
Shawnee County, KS	2012	13.0
Shawnee County, KS	2014	17.0
Shawnee County, KS	2015	19.0
Shelby County, OH	2008	12.0
Shelby County, TN	2003	37.0
Shelby County, TN	2004	57.0
Shelby County, TN	2005	103.0
Shelby County, TN	2006	102.0
Shelby County, TN	2007	102.0
Shelby County, TN	2008	102.0
Shelby County, TN	2009	122.0
Shelby County, TN	2010	131.0
Shelby County, TN	2011	93.0
Shelby County, TN	2012	118.0
Shelby County, TN	2013	132.0
Shelby County, TN	2014	138.0
Shelby County, TN	2015	194.0
Skagit County, WA	2003	12.0
Skagit County, WA	2004	13.0
Skagit County, WA	2005	15.0
Skagit County, WA	2006	16.0
Skagit County, WA	2007	12.0
Skagit County, WA	2008	10.0
Skagit County, WA	2009	20.0
Skagit County, WA	2010	16.0
Skagit County, WA	2011	15.0
Skagit County, WA	2012	17.0
Skagit County, WA	2013	23.0
Skagit County, WA	2014	10.0
Skagit County, WA	2015	18.0
Smith County, TX	2004	15.0
Smith County, TX	2006	23.0
Smith County, TX	2007	18.0
Smith County, TX	2008	19.0
Smith County, TX	2009	27.0
Smith County, TX	2010	17.0
Smith County, TX	2011	20.0
Smith County, TX	2012	16.0
Smith County, TX	2013	17.0
Smith County, TX	2014	17.0
Smith County, TX	2015	19.0
Snohomish County, WA	2003	76.0
Snohomish County, WA	2004	100.0
Snohomish County, WA	2005	94.0
Snohomish County, WA	2006	97.0
Snohomish County, WA	2007	107.0
Snohomish County, WA	2008	109.0
Snohomish County, WA	2009	125.0
Snohomish County, WA	2010	108.0
Snohomish County, WA	2011	168.0
Snohomish County, WA	2012	131.0
Snohomish County, WA	2013	126.0
Snohomish County, WA	2014	124.0
Snohomish County, WA	2015	127.0
Spokane County, WA	2003	74.0
Spokane County, WA	2004	78.0
Spokane County, WA	2005	91.0
Spokane County, WA	2006	99.0
Spokane County, WA	2007	104.0
Spokane County, WA	2008	126.0
Spokane County, WA	2009	74.0
Spokane County, WA	2010	75.0
Spokane County, WA	2011	73.0
Spokane County, WA	2012	84.0
Spokane County, WA	2013	63.0
Spokane County, WA	2014	50.0
Spokane County, WA	2015	92.0
St. Clair County, IL	2004	13.0
St. Clair County, IL	2006	17.0
St. Clair County, IL	2007	15.0
St. Clair County, IL	2008	27.0
St. Clair County, IL	2009	29.0
St. Clair County, IL	2010	24.0
St. Clair County, IL	2011	32.0
St. Clair County, IL	2012	43.0
St. Clair County, IL	2013	33.0
St. Clair County, IL	2014	44.0
St. Clair County, IL	2015	34.0
St. Johns County, FL	2004	10.0
St. Johns County, FL	2006	11.0
St. Johns County, FL	2007	13.0
St. Johns County, FL	2009	11.0
St. Johns County, FL	2010	15.0
St. Johns County, FL	2011	19.0
St. Johns County, FL	2012	13.0
St. Johns County, FL	2013	11.0
St. Johns County, FL	2014	17.0
St. Johns County, FL	2015	17.0
St. Lucie County, FL	2003	21.0
St. Lucie County, FL	2004	27.0
St. Lucie County, FL	2005	25.0
St. Lucie County, FL	2006	28.0
St. Lucie County, FL	2007	46.0
St. Lucie County, FL	2008	34.0
St. Lucie County, FL	2009	46.0
St. Lucie County, FL	2010	43.0
St. Lucie County, FL	2011	40.0
St. Lucie County, FL	2012	29.0
St. Lucie County, FL	2013	33.0
St. Lucie County, FL	2014	39.0
St. Lucie County, FL	2015	51.0
Stark County, OH	2003	10.0
Stark County, OH	2004	15.0
Stark County, OH	2005	16.0
Stark County, OH	2006	25.0
Stark County, OH	2007	25.0
Stark County, OH	2008	30.0
Stark County, OH	2009	16.0
Stark County, OH	2010	39.0
Stark County, OH	2011	40.0
Stark County, OH	2012	36.0
Stark County, OH	2013	52.0
Stark County, OH	2014	72.0
Stark County, OH	2015	75.0
Stevens County, WA	2006	13.0
Stevens County, WA	2008	11.0
Sullivan County, TN	2004	26.0
Sullivan County, TN	2005	14.0
Sullivan County, TN	2006	24.0
Sullivan County, TN	2007	27.0
Sullivan County, TN	2008	23.0
Sullivan County, TN	2009	19.0
Sullivan County, TN	2010	19.0
Sullivan County, TN	2011	19.0
Sullivan County, TN	2012	18.0
Sullivan County, TN	2013	23.0
Sullivan County, TN	2014	37.0
Sullivan County, TN	2015	29.0
Summit County, OH	2003	48.0
Summit County, OH	2004	59.0
Summit County, OH	2005	50.0
Summit County, OH	2006	67.0
Summit County, OH	2007	77.0
Summit County, OH	2008	59.0
Summit County, OH	2009	38.0
Summit County, OH	2010	96.0
Summit County, OH	2011	67.0
Summit County, OH	2012	92.0
Summit County, OH	2013	96.0
Summit County, OH	2014	134.0
Summit County, OH	2015	187.0
Sumner County, TN	2003	14.0
Sumner County, TN	2005	14.0
Sumner County, TN	2006	14.0
Sumner County, TN	2008	12.0
Sumner County, TN	2009	16.0
Sumner County, TN	2010	17.0
Sumner County, TN	2011	19.0
Sumner County, TN	2012	14.0
Sumner County, TN	2013	20.0
Sumner County, TN	2014	27.0
Sumner County, TN	2015	22.0
Sumter County, FL	2015	12.0
Sweetwater County, WY	2014	13.0
Tarrant County, TX	2003	151.0
Tarrant County, TX	2004	121.0
Tarrant County, TX	2005	119.0
Tarrant County, TX	2006	117.0
Tarrant County, TX	2007	142.0
Tarrant County, TX	2008	128.0
Tarrant County, TX	2009	149.0
Tarrant County, TX	2010	134.0
Tarrant County, TX	2011	172.0
Tarrant County, TX	2012	182.0
Tarrant County, TX	2013	148.0
Tarrant County, TX	2014	195.0
Tarrant County, TX	2015	177.0
Taylor County, TX	2003	15.0
Taylor County, TX	2004	10.0
Taylor County, TX	2005	11.0
Taylor County, TX	2007	10.0
Taylor County, TX	2008	13.0
Taylor County, TX	2009	12.0
Taylor County, TX	2010	12.0
Taylor County, TX	2011	14.0
Taylor County, TX	2012	12.0
Taylor County, TX	2013	10.0
Taylor County, TX	2014	15.0
Taylor County, TX	2015	18.0
Tazewell County, IL	2004	10.0
Tazewell County, IL	2008	17.0
Tazewell County, IL	2009	13.0
Tazewell County, IL	2010	11.0
Tazewell County, IL	2011	16.0
Tazewell County, IL	2012	23.0
Tazewell County, IL	2014	19.0
Tazewell County, IL	2015	20.0
Thurston County, WA	2003	17.0
Thurston County, WA	2004	20.0
Thurston County, WA	2005	23.0
Thurston County, WA	2006	20.0
Thurston County, WA	2007	20.0
Thurston County, WA	2008	19.0
Thurston County, WA	2009	28.0
Thurston County, WA	2010	22.0
Thurston County, WA	2011	27.0
Thurston County, WA	2012	25.0
Thurston County, WA	2013	25.0
Thurston County, WA	2014	20.0
Thurston County, WA	2015	26.0
Tipton County, TN	2015	13.0
Tom Green County, TX	2003	12.0
Tom Green County, TX	2005	10.0
Tom Green County, TX	2006	10.0
Tom Green County, TX	2009	10.0
Tom Green County, TX	2010	20.0
Tom Green County, TX	2015	10.0
Travis County, TX	2003	89.0
Travis County, TX	2004	91.0
Travis County, TX	2005	84.0
Travis County, TX	2006	99.0
Travis County, TX	2007	108.0
Travis County, TX	2008	78.0
Travis County, TX	2009	115.0
Travis County, TX	2010	118.0
Travis County, TX	2011	150.0
Travis County, TX	2012	155.0
Travis County, TX	2013	153.0
Travis County, TX	2014	129.0
Travis County, TX	2015	136.0
Trumbull County, OH	2003	20.0
Trumbull County, OH	2004	38.0
Trumbull County, OH	2005	28.0
Trumbull County, OH	2006	30.0
Trumbull County, OH	2007	63.0
Trumbull County, OH	2008	41.0
Trumbull County, OH	2009	28.0
Trumbull County, OH	2010	45.0
Trumbull County, OH	2011	57.0
Trumbull County, OH	2012	34.0
Trumbull County, OH	2013	37.0
Trumbull County, OH	2014	54.0
Trumbull County, OH	2015	90.0
Tuscarawas County, OH	2011	13.0
Tuscarawas County, OH	2013	11.0
Union County, OH	2010	10.0
Van Zandt County, TX	2012	11.0
Vermilion County, IL	2007	12.0
Vermilion County, IL	2012	10.0
Vermilion County, IL	2014	14.0
Vermilion County, IL	2015	13.0
Victoria County, TX	2009	10.0
Victoria County, TX	2011	11.0
Victoria County, TX	2013	14.0
Volusia County, FL	2003	48.0
Volusia County, FL	2004	74.0
Volusia County, FL	2005	85.0
Volusia County, FL	2006	80.0
Volusia County, FL	2007	82.0
Volusia County, FL	2008	101.0
Volusia County, FL	2009	106.0
Volusia County, FL	2010	104.0
Volusia County, FL	2011	89.0
Volusia County, FL	2012	85.0
Volusia County, FL	2013	100.0
Volusia County, FL	2014	75.0
Volusia County, FL	2015	98.0
Walla Walla County, WA	2014	13.0
Walton County, FL	2005	10.0
Walton County, FL	2006	16.0
Walton County, FL	2007	12.0
Warren County, OH	2003	14.0
Warren County, OH	2004	11.0
Warren County, OH	2005	22.0
Warren County, OH	2006	17.0
Warren County, OH	2007	19.0
Warren County, OH	2008	33.0
Warren County, OH	2009	23.0
Warren County, OH	2010	24.0
Warren County, OH	2011	26.0
Warren County, OH	2012	33.0
Warren County, OH	2013	27.0
Warren County, OH	2014	40.0
Warren County, OH	2015	42.0
Warren County, TN	2007	10.0
Washington County, OH	2014	12.0
Washington County, OR	2003	17.0
Washington County, OR	2004	18.0
Washington County, OR	2005	33.0
Washington County, OR	2006	25.0
Washington County, OR	2007	37.0
Washington County, OR	2008	32.0
Washington County, OR	2009	32.0
Washington County, OR	2010	30.0
Washington County, OR	2011	45.0
Washington County, OR	2012	49.0
Washington County, OR	2013	43.0
Washington County, OR	2014	45.0
Washington County, OR	2015	41.0
Washington County, TN	2005	10.0
Washington County, TN	2006	19.0
Washington County, TN	2007	20.0
Washington County, TN	2008	11.0
Washington County, TN	2010	18.0
Washington County, TN	2011	15.0
Washington County, TN	2012	11.0
Washington County, TN	2013	11.0
Washington County, TN	2014	20.0
Washington County, TN	2015	24.0
Wayne County, OH	2008	11.0
Wayne County, OH	2011	13.0
Wayne County, OH	2014	13.0
Wayne County, OH	2015	23.0
Wayne County, WV	2010	17.0
Wayne County, WV	2011	18.0
Wayne County, WV	2012	10.0
Wayne County, WV	2013	17.0
Wayne County, WV	2014	17.0
Wayne County, WV	2015	15.0
Webb County, TX	2003	10.0
Webb County, TX	2004	10.0
Webb County, TX	2005	13.0
Webb County, TX	2007	17.0
Webb County, TX	2008	20.0
Webb County, TX	2009	28.0
Webb County, TX	2010	23.0
Webb County, TX	2011	19.0
Webb County, TX	2012	29.0
Webb County, TX	2013	29.0
Webb County, TX	2014	22.0
Webb County, TX	2015	24.0
Whatcom County, WA	2003	14.0
Whatcom County, WA	2004	12.0
Whatcom County, WA	2005	16.0
Whatcom County, WA	2006	22.0
Whatcom County, WA	2007	12.0
Whatcom County, WA	2008	17.0
Whatcom County, WA	2009	18.0
Whatcom County, WA	2010	14.0
Whatcom County, WA	2011	19.0
Whatcom County, WA	2012	13.0
Whatcom County, WA	2013	13.0
Whatcom County, WA	2014	14.0
Whatcom County, WA	2015	23.0
Wichita County, TX	2003	16.0
Wichita County, TX	2004	12.0
Wichita County, TX	2005	15.0
Wichita County, TX	2006	19.0
Wichita County, TX	2007	13.0
Wichita County, TX	2008	29.0
Wichita County, TX	2009	26.0
Wichita County, TX	2010	16.0
Wichita County, TX	2011	18.0
Wichita County, TX	2012	18.0
Wichita County, TX	2013	16.0
Wichita County, TX	2014	19.0
Wichita County, TX	2015	17.0
Will County, IL	2003	26.0
Will County, IL	2004	37.0
Will County, IL	2005	50.0
Will County, IL	2006	45.0
Will County, IL	2007	51.0
Will County, IL	2008	50.0
Will County, IL	2009	64.0
Will County, IL	2010	54.0
Will County, IL	2011	68.0
Will County, IL	2012	65.0
Will County, IL	2013	78.0
Will County, IL	2014	87.0
Will County, IL	2015	98.0
Williamson County, IL	2010	11.0
Williamson County, IL	2011	13.0
Williamson County, IL	2014	16.0
Williamson County, TN	2004	10.0
Williamson County, TN	2010	10.0
Williamson County, TN	2011	16.0
Williamson County, TN	2012	13.0
Williamson County, TN	2013	13.0
Williamson County, TN	2014	14.0
Williamson County, TN	2015	23.0
Williamson County, TX	2003	11.0
Williamson County, TX	2004	12.0
Williamson County, TX	2005	14.0
Williamson County, TX	2006	23.0
Williamson County, TX	2007	17.0
Williamson County, TX	2008	18.0
Williamson County, TX	2009	34.0
Williamson County, TX	2010	27.0
Williamson County, TX	2011	31.0
Williamson County, TX	2012	28.0
Williamson County, TX	2013	34.0
Williamson County, TX	2014	27.0
Williamson County, TX	2015	27.0
Wilson County, TN	2003	12.0
Wilson County, TN	2004	12.0
Wilson County, TN	2005	13.0
Wilson County, TN	2007	10.0
Wilson County, TN	2008	11.0
Wilson County, TN	2009	15.0
Wilson County, TN	2010	17.0
Wilson County, TN	2011	16.0
Wilson County, TN	2012	12.0
Wilson County, TN	2013	19.0
Wilson County, TN	2014	20.0
Wilson County, TN	2015	30.0
Winnebago County, IL	2003	25.0
Winnebago County, IL	2004	33.0
Winnebago County, IL	2005	28.0
Winnebago County, IL	2006	38.0
Winnebago County, IL	2007	34.0
Winnebago County, IL	2008	60.0
Winnebago County, IL	2009	55.0
Winnebago County, IL	2010	49.0
Winnebago County, IL	2011	34.0
Winnebago County, IL	2012	77.0
Winnebago County, IL	2013	83.0
Winnebago County, IL	2014	75.0
Winnebago County, IL	2015	86.0
Wood County, OH	2006	10.0
Wood County, OH	2014	16.0
Wood County, OH	2015	22.0
Wood County, WV	2006	10.0
Wood County, WV	2008	12.0
Wood County, WV	2012	13.0
Wood County, WV	2013	16.0
Wood County, WV	2014	18.0
Wood County, WV	2015	22.0
Wyandotte County, KS	2004	16.0
Wyandotte County, KS	2005	10.0
Wyandotte County, KS	2007	14.0
Wyandotte County, KS	2008	15.0
Wyandotte County, KS	2009	12.0
Wyandotte County, KS	2010	16.0
Wyandotte County, KS	2011	23.0
Wyandotte County, KS	2012	15.0
Wyandotte County, KS	2014	10.0
Wyandotte County, KS	2015	10.0
Wyoming County, WV	2003	11.0
Wyoming County, WV	2004	11.0
Wyoming County, WV	2006	14.0
Wyoming County, WV	2007	12.0
Wyoming County, WV	2008	18.0
Wyoming County, WV	2010	24.0
Wyoming County, WV	2011	29.0
Wyoming County, WV	2012	21.0
Wyoming County, WV	2013	14.0
Wyoming County, WV	2014	18.0
Wyoming County, WV	2015	23.0
Yakima County, WA	2003	10.0
Yakima County, WA	2004	29.0
Yakima County, WA	2005	11.0
Yakima County, WA	2006	12.0
Yakima County, WA	2007	24.0
Yakima County, WA	2008	10.0
Yakima County, WA	2009	17.0
Yakima County, WA	2010	24.0
Yakima County, WA	2011	14.0
Yakima County, WA	2012	25.0
Yakima County, WA	2013	14.0
Yakima County, WA	2014	23.0
Yakima County, WA	2015	26.0
Yamhill County, OR	2011	10.0
Yamhill County, OR	2015	10.0
