County	Year	Deaths
Knox County, IL	2009	
Lawrence County, IL	2009	
Lee County, IL	2009	
Livingston County, IL	2009	
Logan County, IL	2009	
McDonough County, IL	2009	
Macon County, IL	2009	
Macoupin County, IL	2009	
Marion County, IL	2009	
Marshall County, IL	2009	
Mason County, IL	2009	
Massac County, IL	2009	
Menard County, IL	2009	
Mercer County, IL	2009	
Monroe County, IL	2009	
Montgomery County, IL	2009	
Morgan County, IL	2009	
Moultrie County, IL	2009	
Ogle County, IL	2009	
Perry County, IL	2009	
Piatt County, IL	2009	
Pike County, IL	2009	
Pope County, IL	2009	
Pulaski County, IL	2009	
Putnam County, IL	2009	
Randolph County, IL	2009	
Richland County, IL	2009	
Saline County, IL	2009	
Schuyler County, IL	2009	
Scott County, IL	2009	
Shelby County, IL	2009	
Stark County, IL	2009	
Stephenson County, IL	2009	
Union County, IL	2009	
Vermilion County, IL	2009	
Wabash County, IL	2009	
Warren County, IL	2009	
Washington County, IL	2009	
Wayne County, IL	2009	
White County, IL	2009	
Whiteside County, IL	2009	
Williamson County, IL	2009	
Woodford County, IL	2009	
Allen County, KS	2009	
Anderson County, KS	2009	
Atchison County, KS	2009	
Barber County, KS	2009	
Barton County, KS	2009	
Bourbon County, KS	2009	
Brown County, KS	2009	
Butler County, KS	2009	
Chase County, KS	2009	
Chautauqua County, KS	2009	
Cherokee County, KS	2009	
Cheyenne County, KS	2009	
Clark County, KS	2009	
Clay County, KS	2009	
Cloud County, KS	2009	
Coffey County, KS	2009	
Comanche County, KS	2009	
Cowley County, KS	2009	
Crawford County, KS	2009	
Decatur County, KS	2009	
Dickinson County, KS	2009	
Doniphan County, KS	2009	
Douglas County, KS	2009	
Edwards County, KS	2009	
Elk County, KS	2009	
Ellis County, KS	2009	
Ellsworth County, KS	2009	
Finney County, KS	2009	
Ford County, KS	2009	
Franklin County, KS	2009	
Geary County, KS	2009	
Gove County, KS	2009	
Graham County, KS	2009	
Grant County, KS	2009	
Gray County, KS	2009	
Greeley County, KS	2009	
Greenwood County, KS	2009	
Hamilton County, KS	2009	
Harper County, KS	2009	
Harvey County, KS	2009	
Haskell County, KS	2009	
Hodgeman County, KS	2009	
Jackson County, KS	2009	
Jefferson County, KS	2009	
Jewell County, KS	2009	
Kearny County, KS	2009	
Kingman County, KS	2009	
Kiowa County, KS	2009	
Labette County, KS	2009	
Lane County, KS	2009	
Leavenworth County, KS	2009	
Lincoln County, KS	2009	
Linn County, KS	2009	
Logan County, KS	2009	
Lyon County, KS	2009	
McPherson County, KS	2009	
Marion County, KS	2009	
Marshall County, KS	2009	
Meade County, KS	2009	
Miami County, KS	2009	
Mitchell County, KS	2009	
Montgomery County, KS	2009	
Morris County, KS	2009	
Morton County, KS	2009	
Nemaha County, KS	2009	
Neosho County, KS	2009	
Ness County, KS	2009	
Norton County, KS	2009	
Osage County, KS	2009	
Osborne County, KS	2009	
Ottawa County, KS	2009	
Pawnee County, KS	2009	
Phillips County, KS	2009	
Pottawatomie County, KS	2009	
Pratt County, KS	2009	
Rawlins County, KS	2009	
Reno County, KS	2009	
Republic County, KS	2009	
Rice County, KS	2009	
Riley County, KS	2009	
Rooks County, KS	2009	
Rush County, KS	2009	
Russell County, KS	2009	
Saline County, KS	2009	
Scott County, KS	2009	
Seward County, KS	2009	
Sheridan County, KS	2009	
Sherman County, KS	2009	
Smith County, KS	2009	
Stafford County, KS	2009	
Stanton County, KS	2009	
Stevens County, KS	2009	
Sumner County, KS	2009	
Thomas County, KS	2009	
Trego County, KS	2009	
Wabaunsee County, KS	2009	
Wallace County, KS	2009	
Washington County, KS	2009	
Wichita County, KS	2009	
Wilson County, KS	2009	
Woodson County, KS	2009	
Adams County, NE	2009	
Antelope County, NE	2009	
Boone County, NE	2009	
Box Butte County, NE	2009	
Boyd County, NE	2009	
Brown County, NE	2009	
Buffalo County, NE	2009	
Burt County, NE	2009	
Butler County, NE	2009	
Cass County, NE	2009	
Cedar County, NE	2009	
Chase County, NE	2009	
Cherry County, NE	2009	
Cheyenne County, NE	2009	
Clay County, NE	2009	
Colfax County, NE	2009	
Cuming County, NE	2009	
Custer County, NE	2009	
Dakota County, NE	2009	
Dawes County, NE	2009	
Dawson County, NE	2009	
Deuel County, NE	2009	
Dixon County, NE	2009	
Dodge County, NE	2009	
Dundy County, NE	2009	
Fillmore County, NE	2009	
Franklin County, NE	2009	
Frontier County, NE	2009	
Furnas County, NE	2009	
Gage County, NE	2009	
Garden County, NE	2009	
Garfield County, NE	2009	
Gosper County, NE	2009	
Greeley County, NE	2009	
Hall County, NE	2009	
Hamilton County, NE	2009	
Harlan County, NE	2009	
Hitchcock County, NE	2009	
Holt County, NE	2009	
Hooker County, NE	2009	
Howard County, NE	2009	
Jefferson County, NE	2009	
Johnson County, NE	2009	
Kearney County, NE	2009	
Keith County, NE	2009	
Kimball County, NE	2009	
Knox County, NE	2009	
Lincoln County, NE	2009	
Logan County, NE	2009	
Madison County, NE	2009	
Merrick County, NE	2009	
Morrill County, NE	2009	
Nance County, NE	2009	
Nemaha County, NE	2009	
Nuckolls County, NE	2009	
Otoe County, NE	2009	
Pawnee County, NE	2009	
Perkins County, NE	2009	
Phelps County, NE	2009	
Pierce County, NE	2009	
Platte County, NE	2009	
Polk County, NE	2009	
Red Willow County, NE	2009	
Richardson County, NE	2009	
Rock County, NE	2009	
Saline County, NE	2009	
Sarpy County, NE	2009	
Saunders County, NE	2009	
Scotts Bluff County, NE	2009	
Seward County, NE	2009	
Sheridan County, NE	2009	
Sherman County, NE	2009	
Stanton County, NE	2009	
Thayer County, NE	2009	
Thurston County, NE	2009	
Valley County, NE	2009	
Washington County, NE	2009	
Wayne County, NE	2009	
Webster County, NE	2009	
York County, NE	2009	
Adams County, OH	2009	
Allen County, OH	2009	
Ashland County, OH	2009	
Ashtabula County, OH	2009	
Athens County, OH	2009	
Auglaize County, OH	2009	
Belmont County, OH	2009	
Brown County, OH	2009	
Carroll County, OH	2009	
Champaign County, OH	2009	
Clinton County, OH	2009	
Columbiana County, OH	2009	
Coshocton County, OH	2009	
Crawford County, OH	2009	
Darke County, OH	2009	
Defiance County, OH	2009	
Erie County, OH	2009	
Fayette County, OH	2009	
Fulton County, OH	2009	
Gallia County, OH	2009	
Geauga County, OH	2009	
Guernsey County, OH	2009	
Hancock County, OH	2009	
Hardin County, OH	2009	
Harrison County, OH	2009	
Henry County, OH	2009	
Highland County, OH	2009	
Hocking County, OH	2009	
Holmes County, OH	2009	
Huron County, OH	2009	
Jackson County, OH	2009	
Knox County, OH	2009	
Lawrence County, OH	2009	
Logan County, OH	2009	
Madison County, OH	2009	
Marion County, OH	2009	
Meigs County, OH	2009	
Mercer County, OH	2009	
Miami County, OH	2009	
Monroe County, OH	2009	
Morgan County, OH	2009	
Morrow County, OH	2009	
Muskingum County, OH	2009	
Noble County, OH	2009	
Ottawa County, OH	2009	
Paulding County, OH	2009	
Perry County, OH	2009	
Pickaway County, OH	2009	
Pike County, OH	2009	
Portage County, OH	2009	
Preble County, OH	2009	
Putnam County, OH	2009	
Sandusky County, OH	2009	
Seneca County, OH	2009	
Shelby County, OH	2009	
Tuscarawas County, OH	2009	
Union County, OH	2009	
Van Wert County, OH	2009	
Vinton County, OH	2009	
Washington County, OH	2009	
Wayne County, OH	2009	
Williams County, OH	2009	
Wood County, OH	2009	
Wyandot County, OH	2009	
Baker County, OR	2009	
Benton County, OR	2009	
Clatsop County, OR	2009	
Columbia County, OR	2009	
Coos County, OR	2009	
Crook County, OR	2009	
Curry County, OR	2009	
Deschutes County, OR	2009	
Douglas County, OR	2009	
Gilliam County, OR	2009	
Grant County, OR	2009	
Harney County, OR	2009	
Hood River County, OR	2009	
Jefferson County, OR	2009	
Josephine County, OR	2009	
Klamath County, OR	2009	
Lake County, OR	2009	
Lincoln County, OR	2009	
Malheur County, OR	2009	
Morrow County, OR	2009	
Polk County, OR	2009	
Sherman County, OR	2009	
Tillamook County, OR	2009	
Umatilla County, OR	2009	
Union County, OR	2009	
Wallowa County, OR	2009	
Wasco County, OR	2009	
Wheeler County, OR	2009	
Yamhill County, OR	2009	
Anderson County, TN	2009	
Bedford County, TN	2009	
Benton County, TN	2009	
Bledsoe County, TN	2009	
Campbell County, TN	2009	
Cannon County, TN	2009	
Carroll County, TN	2009	
Carter County, TN	2009	
Cheatham County, TN	2009	
Chester County, TN	2009	
Claiborne County, TN	2009	
Clay County, TN	2009	
Cocke County, TN	2009	
Coffee County, TN	2009	
Crockett County, TN	2009	
Cumberland County, TN	2009	
Decatur County, TN	2009	
DeKalb County, TN	2009	
Dickson County, TN	2009	
Dyer County, TN	2009	
Fayette County, TN	2009	
Fentress County, TN	2009	
Franklin County, TN	2009	
Gibson County, TN	2009	
Giles County, TN	2009	
Grainger County, TN	2009	
Grundy County, TN	2009	
Hamblen County, TN	2009	
Hancock County, TN	2009	
Hardeman County, TN	2009	
Hardin County, TN	2009	
Haywood County, TN	2009	
Henderson County, TN	2009	
Henry County, TN	2009	
Hickman County, TN	2009	
Houston County, TN	2009	
Humphreys County, TN	2009	
Jackson County, TN	2009	
Johnson County, TN	2009	
Lake County, TN	2009	
Lauderdale County, TN	2009	
Lawrence County, TN	2009	
Lewis County, TN	2009	
Lincoln County, TN	2009	
Loudon County, TN	2009	
McMinn County, TN	2009	
McNairy County, TN	2009	
Macon County, TN	2009	
Madison County, TN	2009	
Marion County, TN	2009	
Marshall County, TN	2009	
Maury County, TN	2009	
Meigs County, TN	2009	
Monroe County, TN	2009	
Moore County, TN	2009	
Morgan County, TN	2009	
Obion County, TN	2009	
Overton County, TN	2009	
Perry County, TN	2009	
Pickett County, TN	2009	
Polk County, TN	2009	
Putnam County, TN	2009	
Rhea County, TN	2009	
Robertson County, TN	2009	
Sequatchie County, TN	2009	
Smith County, TN	2009	
Stewart County, TN	2009	
Tipton County, TN	2009	
Trousdale County, TN	2009	
Unicoi County, TN	2009	
Union County, TN	2009	
Van Buren County, TN	2009	
Warren County, TN	2009	
Washington County, TN	2009	
Wayne County, TN	2009	
Weakley County, TN	2009	
White County, TN	2009	
Williamson County, TN	2009	
Anderson County, TX	2009	
Andrews County, TX	2009	
Angelina County, TX	2009	
Aransas County, TX	2009	
Archer County, TX	2009	
Armstrong County, TX	2009	
Atascosa County, TX	2009	
Austin County, TX	2009	
Bailey County, TX	2009	
Bandera County, TX	2009	
Bastrop County, TX	2009	
Baylor County, TX	2009	
Bee County, TX	2009	
Blanco County, TX	2009	
Bosque County, TX	2009	
Bowie County, TX	2009	
Brazos County, TX	2009	
Brewster County, TX	2009	
Briscoe County, TX	2009	
Brooks County, TX	2009	
Brown County, TX	2009	
Burleson County, TX	2009	
Burnet County, TX	2009	
Caldwell County, TX	2009	
Calhoun County, TX	2009	
Callahan County, TX	2009	
Camp County, TX	2009	
Carson County, TX	2009	
Cass County, TX	2009	
Castro County, TX	2009	
Chambers County, TX	2009	
Cherokee County, TX	2009	
Childress County, TX	2009	
Clay County, TX	2009	
Cochran County, TX	2009	
Coke County, TX	2009	
Coleman County, TX	2009	
Collingsworth County, TX	2009	
Colorado County, TX	2009	
Comal County, TX	2009	
Comanche County, TX	2009	
Concho County, TX	2009	
Cooke County, TX	2009	
Coryell County, TX	2009	
Cottle County, TX	2009	
Crane County, TX	2009	
Crockett County, TX	2009	
Crosby County, TX	2009	
Culberson County, TX	2009	
Dallam County, TX	2009	
Dawson County, TX	2009	
Deaf Smith County, TX	2009	
Delta County, TX	2009	
DeWitt County, TX	2009	
Dickens County, TX	2009	
Dimmit County, TX	2009	
Donley County, TX	2009	
Duval County, TX	2009	
Eastland County, TX	2009	
Edwards County, TX	2009	
Ellis County, TX	2009	
Erath County, TX	2009	
Falls County, TX	2009	
Fannin County, TX	2009	
Fayette County, TX	2009	
Fisher County, TX	2009	
Floyd County, TX	2009	
Foard County, TX	2009	
Franklin County, TX	2009	
Freestone County, TX	2009	
Frio County, TX	2009	
Gaines County, TX	2009	
Garza County, TX	2009	
Gillespie County, TX	2009	
Glasscock County, TX	2009	
Goliad County, TX	2009	
Gonzales County, TX	2009	
Gray County, TX	2009	
Grimes County, TX	2009	
Hale County, TX	2009	
Hall County, TX	2009	
Hamilton County, TX	2009	
Hansford County, TX	2009	
Hardeman County, TX	2009	
Harrison County, TX	2009	
Hartley County, TX	2009	
Haskell County, TX	2009	
Hays County, TX	2009	
Hemphill County, TX	2009	
Henderson County, TX	2009	
Hill County, TX	2009	
Hockley County, TX	2009	
Hood County, TX	2009	
Hopkins County, TX	2009	
Houston County, TX	2009	
Howard County, TX	2009	
Hudspeth County, TX	2009	
Hunt County, TX	2009	
Hutchinson County, TX	2009	
Irion County, TX	2009	
Jack County, TX	2009	
Jackson County, TX	2009	
Jasper County, TX	2009	
Jeff Davis County, TX	2009	
Jim Hogg County, TX	2009	
Jim Wells County, TX	2009	
Johnson County, TX	2009	
Jones County, TX	2009	
Karnes County, TX	2009	
Kaufman County, TX	2009	
Kendall County, TX	2009	
Kent County, TX	2009	
Kerr County, TX	2009	
Kimble County, TX	2009	
Kinney County, TX	2009	
Kleberg County, TX	2009	
Knox County, TX	2009	
Lamar County, TX	2009	
Lamb County, TX	2009	
Lampasas County, TX	2009	
La Salle County, TX	2009	
Lavaca County, TX	2009	
Lee County, TX	2009	
Leon County, TX	2009	
Limestone County, TX	2009	
Lipscomb County, TX	2009	
Live Oak County, TX	2009	
Llano County, TX	2009	
Lynn County, TX	2009	
McCulloch County, TX	2009	
Madison County, TX	2009	
Marion County, TX	2009	
Martin County, TX	2009	
Mason County, TX	2009	
Matagorda County, TX	2009	
Maverick County, TX	2009	
Medina County, TX	2009	
Menard County, TX	2009	
Midland County, TX	2009	
Milam County, TX	2009	
Mills County, TX	2009	
Mitchell County, TX	2009	
Montague County, TX	2009	
Moore County, TX	2009	
Morris County, TX	2009	
Motley County, TX	2009	
Nacogdoches County, TX	2009	
Navarro County, TX	2009	
Newton County, TX	2009	
Nolan County, TX	2009	
Ochiltree County, TX	2009	
Palo Pinto County, TX	2009	
Panola County, TX	2009	
Parmer County, TX	2009	
Pecos County, TX	2009	
Potter County, TX	2009	
Presidio County, TX	2009	
Rains County, TX	2009	
Randall County, TX	2009	
Reagan County, TX	2009	
Real County, TX	2009	
Red River County, TX	2009	
Reeves County, TX	2009	
Refugio County, TX	2009	
Robertson County, TX	2009	
Rockwall County, TX	2009	
Runnels County, TX	2009	
Rusk County, TX	2009	
Sabine County, TX	2009	
San Augustine County, TX	2009	
San Jacinto County, TX	2009	
San Patricio County, TX	2009	
San Saba County, TX	2009	
Schleicher County, TX	2009	
Scurry County, TX	2009	
Shackelford County, TX	2009	
Shelby County, TX	2009	
Sherman County, TX	2009	
Somervell County, TX	2009	
Starr County, TX	2009	
Stephens County, TX	2009	
Sterling County, TX	2009	
Stonewall County, TX	2009	
Sutton County, TX	2009	
Swisher County, TX	2009	
Terry County, TX	2009	
Throckmorton County, TX	2009	
Titus County, TX	2009	
Trinity County, TX	2009	
Tyler County, TX	2009	
Upshur County, TX	2009	
Upton County, TX	2009	
Uvalde County, TX	2009	
Val Verde County, TX	2009	
Van Zandt County, TX	2009	
Walker County, TX	2009	
Waller County, TX	2009	
Ward County, TX	2009	
Washington County, TX	2009	
Wharton County, TX	2009	
Wheeler County, TX	2009	
Wilbarger County, TX	2009	
Willacy County, TX	2009	
Wilson County, TX	2009	
Winkler County, TX	2009	
Wise County, TX	2009	
Wood County, TX	2009	
Yoakum County, TX	2009	
Young County, TX	2009	
Zapata County, TX	2009	
Zavala County, TX	2009	
Adams County, WA	2009	
Asotin County, WA	2009	
Chelan County, WA	2009	
Columbia County, WA	2009	
Douglas County, WA	2009	
Ferry County, WA	2009	
Franklin County, WA	2009	
Garfield County, WA	2009	
Island County, WA	2009	
Jefferson County, WA	2009	
Kittitas County, WA	2009	
Klickitat County, WA	2009	
Lincoln County, WA	2009	
Mason County, WA	2009	
Okanogan County, WA	2009	
Pacific County, WA	2009	
Pend Oreille County, WA	2009	
San Juan County, WA	2009	
Skamania County, WA	2009	
Stevens County, WA	2009	
Wahkiakum County, WA	2009	
Walla Walla County, WA	2009	
Whitman County, WA	2009	
Barbour County, WV	2009	
Boone County, WV	2009	
Braxton County, WV	2009	
Brooke County, WV	2009	
Cabell County, WV	2009	
Calhoun County, WV	2009	
Clay County, WV	2009	
Doddridge County, WV	2009	
Fayette County, WV	2009	
Gilmer County, WV	2009	
Grant County, WV	2009	
Greenbrier County, WV	2009	
Hampshire County, WV	2009	
Hancock County, WV	2009	
Hardy County, WV	2009	
Harrison County, WV	2009	
Jackson County, WV	2009	
Jefferson County, WV	2009	
Lewis County, WV	2009	
Lincoln County, WV	2009	
Logan County, WV	2009	
McDowell County, WV	2009	
Marion County, WV	2009	
Marshall County, WV	2009	
Mason County, WV	2009	
Mercer County, WV	2009	
Mineral County, WV	2009	
Mingo County, WV	2009	
Monongalia County, WV	2009	
Monroe County, WV	2009	
Morgan County, WV	2009	
Nicholas County, WV	2009	
Ohio County, WV	2009	
Pendleton County, WV	2009	
Pleasants County, WV	2009	
Pocahontas County, WV	2009	
Preston County, WV	2009	
Putnam County, WV	2009	
Randolph County, WV	2009	
Ritchie County, WV	2009	
Roane County, WV	2009	
Summers County, WV	2009	
Taylor County, WV	2009	
Tucker County, WV	2009	
Tyler County, WV	2009	
Upshur County, WV	2009	
Wayne County, WV	2009	
Webster County, WV	2009	
Wetzel County, WV	2009	
Wirt County, WV	2009	
Wood County, WV	2009	
Wyoming County, WV	2009	
Albany County, WY	2009	
Big Horn County, WY	2009	
Campbell County, WY	2009	
Carbon County, WY	2009	
Converse County, WY	2009	
Crook County, WY	2009	
Fremont County, WY	2009	
Goshen County, WY	2009	
Hot Springs County, WY	2009	
Johnson County, WY	2009	
Lincoln County, WY	2009	
Niobrara County, WY	2009	
Park County, WY	2009	
Platte County, WY	2009	
Sheridan County, WY	2009	
Sublette County, WY	2009	
Sweetwater County, WY	2009	
Teton County, WY	2009	
Uinta County, WY	2009	
Washakie County, WY	2009	
Weston County, WY	2009	
Baker County, FL	2010	
Bradford County, FL	2010	
Calhoun County, FL	2010	
DeSoto County, FL	2010	
Dixie County, FL	2010	
Flagler County, FL	2010	
Franklin County, FL	2010	
Gadsden County, FL	2010	
Gilchrist County, FL	2010	
Glades County, FL	2010	
Gulf County, FL	2010	
Hamilton County, FL	2010	
Hardee County, FL	2010	
Hendry County, FL	2010	
Highlands County, FL	2010	
Holmes County, FL	2010	
Jackson County, FL	2010	
Jefferson County, FL	2010	
Lafayette County, FL	2010	
Leon County, FL	2010	
Levy County, FL	2010	
Liberty County, FL	2010	
Madison County, FL	2010	
Okeechobee County, FL	2010	
Sumter County, FL	2010	
Suwannee County, FL	2010	
Taylor County, FL	2010	
Union County, FL	2010	
Wakulla County, FL	2010	
Walton County, FL	2010	
Washington County, FL	2010	
Adams County, IL	2010	
Alexander County, IL	2010	
Bond County, IL	2010	
Boone County, IL	2010	
Brown County, IL	2010	
Bureau County, IL	2010	
Calhoun County, IL	2010	
Carroll County, IL	2010	
Cass County, IL	2010	
Christian County, IL	2010	
Clark County, IL	2010	
Clay County, IL	2010	
Clinton County, IL	2010	
Coles County, IL	2010	
Crawford County, IL	2010	
Cumberland County, IL	2010	
DeKalb County, IL	2010	
De Witt County, IL	2010	
Douglas County, IL	2010	
Edgar County, IL	2010	
Edwards County, IL	2010	
Effingham County, IL	2010	
Fayette County, IL	2010	
Ford County, IL	2010	
Franklin County, IL	2010	
Fulton County, IL	2010	
Gallatin County, IL	2010	
Greene County, IL	2010	
Grundy County, IL	2010	
Hamilton County, IL	2010	
Hancock County, IL	2010	
Hardin County, IL	2010	
Henderson County, IL	2010	
Henry County, IL	2010	
Iroquois County, IL	2010	
Jackson County, IL	2010	
Jasper County, IL	2010	
Jefferson County, IL	2010	
Jersey County, IL	2010	
Jo Daviess County, IL	2010	
Johnson County, IL	2010	
Kankakee County, IL	2010	
Kendall County, IL	2010	
Knox County, IL	2010	
Lawrence County, IL	2010	
Lee County, IL	2010	
Livingston County, IL	2010	
Logan County, IL	2010	
McDonough County, IL	2010	
Macon County, IL	2010	
Macoupin County, IL	2010	
Marshall County, IL	2010	
Mason County, IL	2010	
Massac County, IL	2010	
Menard County, IL	2010	
Mercer County, IL	2010	
Monroe County, IL	2010	
Montgomery County, IL	2010	
Morgan County, IL	2010	
Moultrie County, IL	2010	
Ogle County, IL	2010	
Perry County, IL	2010	
Piatt County, IL	2010	
Pike County, IL	2010	
Pope County, IL	2010	
Pulaski County, IL	2010	
Putnam County, IL	2010	
Randolph County, IL	2010	
Richland County, IL	2010	
Rock Island County, IL	2010	
Saline County, IL	2010	
Schuyler County, IL	2010	
Scott County, IL	2010	
Shelby County, IL	2010	
Stark County, IL	2010	
Stephenson County, IL	2010	
Union County, IL	2010	
Vermilion County, IL	2010	
Wabash County, IL	2010	
Warren County, IL	2010	
Washington County, IL	2010	
Wayne County, IL	2010	
White County, IL	2010	
Whiteside County, IL	2010	
Woodford County, IL	2010	
Allen County, KS	2010	
Anderson County, KS	2010	
Atchison County, KS	2010	
Barber County, KS	2010	
Barton County, KS	2010	
Bourbon County, KS	2010	
Brown County, KS	2010	
Butler County, KS	2010	
Chase County, KS	2010	
Chautauqua County, KS	2010	
Cherokee County, KS	2010	
Cheyenne County, KS	2010	
Clark County, KS	2010	
Clay County, KS	2010	
Cloud County, KS	2010	
Coffey County, KS	2010	
Comanche County, KS	2010	
Cowley County, KS	2010	
Crawford County, KS	2010	
Decatur County, KS	2010	
Dickinson County, KS	2010	
Doniphan County, KS	2010	
Douglas County, KS	2010	
Edwards County, KS	2010	
Elk County, KS	2010	
Ellis County, KS	2010	
Ellsworth County, KS	2010	
Finney County, KS	2010	
Ford County, KS	2010	
Franklin County, KS	2010	
Geary County, KS	2010	
Gove County, KS	2010	
Graham County, KS	2010	
Grant County, KS	2010	
Gray County, KS	2010	
Greeley County, KS	2010	
Greenwood County, KS	2010	
Hamilton County, KS	2010	
Harper County, KS	2010	
Harvey County, KS	2010	
Haskell County, KS	2010	
Hodgeman County, KS	2010	
Jackson County, KS	2010	
Jefferson County, KS	2010	
Jewell County, KS	2010	
Kearny County, KS	2010	
Kingman County, KS	2010	
Kiowa County, KS	2010	
Labette County, KS	2010	
Lane County, KS	2010	
Leavenworth County, KS	2010	
Lincoln County, KS	2010	
Linn County, KS	2010	
Logan County, KS	2010	
Lyon County, KS	2010	
McPherson County, KS	2010	
Marion County, KS	2010	
Marshall County, KS	2010	
Meade County, KS	2010	
Miami County, KS	2010	
Mitchell County, KS	2010	
Montgomery County, KS	2010	
Morris County, KS	2010	
Morton County, KS	2010	
Nemaha County, KS	2010	
Neosho County, KS	2010	
Ness County, KS	2010	
Norton County, KS	2010	
Osage County, KS	2010	
Osborne County, KS	2010	
Ottawa County, KS	2010	
Pawnee County, KS	2010	
Phillips County, KS	2010	
Pottawatomie County, KS	2010	
Pratt County, KS	2010	
Rawlins County, KS	2010	
Reno County, KS	2010	
Republic County, KS	2010	
Rice County, KS	2010	
Riley County, KS	2010	
Rooks County, KS	2010	
Rush County, KS	2010	
Russell County, KS	2010	
Saline County, KS	2010	
Scott County, KS	2010	
Seward County, KS	2010	
Sheridan County, KS	2010	
Sherman County, KS	2010	
Smith County, KS	2010	
Stafford County, KS	2010	
Stanton County, KS	2010	
Stevens County, KS	2010	
Sumner County, KS	2010	
Thomas County, KS	2010	
Trego County, KS	2010	
Wabaunsee County, KS	2010	
Wallace County, KS	2010	
Washington County, KS	2010	
Wichita County, KS	2010	
Wilson County, KS	2010	
Woodson County, KS	2010	
Adams County, NE	2010	
Antelope County, NE	2010	
Boone County, NE	2010	
Box Butte County, NE	2010	
Boyd County, NE	2010	
Brown County, NE	2010	
Buffalo County, NE	2010	
Burt County, NE	2010	
Butler County, NE	2010	
Cass County, NE	2010	
Cedar County, NE	2010	
Chase County, NE	2010	
Cherry County, NE	2010	
Cheyenne County, NE	2010	
Clay County, NE	2010	
Colfax County, NE	2010	
Cuming County, NE	2010	
Custer County, NE	2010	
Dakota County, NE	2010	
Dawes County, NE	2010	
Dawson County, NE	2010	
Deuel County, NE	2010	
Dixon County, NE	2010	
Dodge County, NE	2010	
Dundy County, NE	2010	
Fillmore County, NE	2010	
Franklin County, NE	2010	
Frontier County, NE	2010	
Furnas County, NE	2010	
Gage County, NE	2010	
Garden County, NE	2010	
Garfield County, NE	2010	
Gosper County, NE	2010	
Greeley County, NE	2010	
Hall County, NE	2010	
Hamilton County, NE	2010	
Harlan County, NE	2010	
Hitchcock County, NE	2010	
Holt County, NE	2010	
Hooker County, NE	2010	
Howard County, NE	2010	
Jefferson County, NE	2010	
Johnson County, NE	2010	
Kearney County, NE	2010	
Keith County, NE	2010	
Kimball County, NE	2010	
Knox County, NE	2010	
Lincoln County, NE	2010	
Madison County, NE	2010	
Merrick County, NE	2010	
Morrill County, NE	2010	
Nance County, NE	2010	
Nemaha County, NE	2010	
Nuckolls County, NE	2010	
Otoe County, NE	2010	
Pawnee County, NE	2010	
Perkins County, NE	2010	
Phelps County, NE	2010	
Pierce County, NE	2010	
Platte County, NE	2010	
Polk County, NE	2010	
Red Willow County, NE	2010	
Richardson County, NE	2010	
Rock County, NE	2010	
Saline County, NE	2010	
Sarpy County, NE	2010	
Saunders County, NE	2010	
Scotts Bluff County, NE	2010	
Seward County, NE	2010	
Sheridan County, NE	2010	
Sherman County, NE	2010	
Stanton County, NE	2010	
Thayer County, NE	2010	
Thomas County, NE	2010	
Thurston County, NE	2010	
Valley County, NE	2010	
Washington County, NE	2010	
Wayne County, NE	2010	
Webster County, NE	2010	
York County, NE	2010	
Adams County, OH	2010	
Allen County, OH	2010	
Ashland County, OH	2010	
Athens County, OH	2010	
Auglaize County, OH	2010	
Belmont County, OH	2010	
Carroll County, OH	2010	
Champaign County, OH	2010	
Clinton County, OH	2010	
Columbiana County, OH	2010	
Coshocton County, OH	2010	
Crawford County, OH	2010	
Darke County, OH	2010	
Defiance County, OH	2010	
Fayette County, OH	2010	
Fulton County, OH	2010	
Gallia County, OH	2010	
Geauga County, OH	2010	
Hancock County, OH	2010	
Hardin County, OH	2010	
Harrison County, OH	2010	
Henry County, OH	2010	
Highland County, OH	2010	
Hocking County, OH	2010	
Holmes County, OH	2010	
Huron County, OH	2010	
Jackson County, OH	2010	
Knox County, OH	2010	
Logan County, OH	2010	
Marion County, OH	2010	
Medina County, OH	2010	
Meigs County, OH	2010	
Mercer County, OH	2010	
Monroe County, OH	2010	
Morgan County, OH	2010	
Morrow County, OH	2010	
Muskingum County, OH	2010	
Noble County, OH	2010	
Ottawa County, OH	2010	
Paulding County, OH	2010	
Perry County, OH	2010	
Pickaway County, OH	2010	
Pike County, OH	2010	
Preble County, OH	2010	
Putnam County, OH	2010	
Sandusky County, OH	2010	
Seneca County, OH	2010	
Shelby County, OH	2010	
Tuscarawas County, OH	2010	
Van Wert County, OH	2010	
Vinton County, OH	2010	
Washington County, OH	2010	
Wayne County, OH	2010	
Williams County, OH	2010	
Wood County, OH	2010	
Wyandot County, OH	2010	
Baker County, OR	2010	
Benton County, OR	2010	
Clatsop County, OR	2010	
Columbia County, OR	2010	
Coos County, OR	2010	
Crook County, OR	2010	
Curry County, OR	2010	
Douglas County, OR	2010	
Gilliam County, OR	2010	
Grant County, OR	2010	
Harney County, OR	2010	
Hood River County, OR	2010	
Jefferson County, OR	2010	
Josephine County, OR	2010	
Klamath County, OR	2010	
Lake County, OR	2010	
Lincoln County, OR	2010	
Malheur County, OR	2010	
Morrow County, OR	2010	
Polk County, OR	2010	
Sherman County, OR	2010	
Tillamook County, OR	2010	
Umatilla County, OR	2010	
Union County, OR	2010	
Wallowa County, OR	2010	
Wasco County, OR	2010	
